City,Population,"Violent
crime","Murder and
nonnegligent
manslaughter",Rape1,Robbery,"Aggravated
assault","Property
crime",Burglary,"Larceny-
theft","Motor
vehicle
theft",Arson
Westampton Township,8666,30,0,9,6,15,159,17,131,11,0
West Amwell Township,2727,1,0,0,0,1,27,3,23,1,0
West Caldwell Township,10840,2,0,1,0,1,54,7,42,5,1
West Cape May,1003,1,0,1,0,0,11,4,7,0,0
West Deptford Township,20902,16,0,1,7,8,244,57,167,20,0
Westfield,29688,4,0,0,2,2,141,9,112,20,0
West Long Branch,7889,0,0,0,0,0,89,7,75,7,0
West Milford Township,26287,13,0,2,1,10,127,18,104,5,1
West New York,53145,128,1,13,58,56,692,85,580,27,0
West Orange,47696,92,0,17,16,59,673,80,532,61,1
Westville,4128,9,0,1,1,7,120,29,84,7,0
West Wildwood,553,2,0,0,0,2,9,2,7,0,0
West Windsor Township,28026,11,0,0,4,7,310,46,259,5,2
Westwood,11129,0,0,0,0,0,75,23,49,3,0
Wharton,6417,10,0,0,3,7,57,9,47,1,0
Wildwood,4959,29,0,0,8,21,318,47,267,4,0
Wildwood Crest,3051,17,0,2,0,15,63,19,44,0,0
Willingboro Township,31920,102,5,13,25,59,421,114,274,33,3
Winfield Township,1507,0,0,0,0,0,9,3,6,0,0
Winslow Township,38390,67,0,3,13,51,492,99,345,48,6
Woodbridge Township,100125,111,2,13,24,72,1413,117,1197,99,1
Woodbury,9768,28,0,1,4,23,299,46,241,12,4
Woodbury Heights,2949,1,0,0,1,0,53,7,42,4,0
Woodcliff Lake,5853,2,0,0,1,1,29,4,25,0,0
Woodland Park,12657,14,0,1,0,13,167,18,136,13,0
Woodlynne,2901,12,0,0,3,9,55,5,45,5,0
Wood-Ridge,9328,1,0,0,0,1,45,1,43,1,0
Woodstown,3440,1,0,0,0,1,34,10,23,1,0
Woolwich Township,13075,2,0,1,1,0,54,5,45,4,1
Wyckoff Township,17030,5,0,2,0,3,81,10,64,7,0
