City,Population,"Violent
crime","Murder and
nonnegligent
manslaughter",Rape1,Robbery,"Aggravated
assault","Property
crime",Burglary,"Larceny-
theft","Motor
vehicle
theft",Arson
Streator,13100,36,0,31,1,4,271,16,248,7,1
Sullivan,4487,52,0,1,0,51,51,0,49,2,0
Summit,11205,54,0,13,18,23,175,23,128,24,1
Sumner,2949,5,0,1,0,4,12,6,4,2,0
Swansea,13432,20,0,7,6,7,216,27,174,15,1
Sycamore,18154,22,0,5,1,16,200,10,186,4,2
Taylorville,10398,11,1,0,1,9,166,42,123,1,0
Thayer,658,1,0,0,0,1,2,0,2,0,0
Thomasboro,1094,1,0,0,0,1,9,2,7,0,0
Thornton,2423,4,0,4,0,0,34,5,27,2,0
Tilton,2638,8,0,2,1,5,88,20,66,2,0
Tinley Park,56119,22,0,6,7,9,712,75,592,45,0
Tolono,3447,2,0,2,0,0,20,7,13,0,0
Toluca,1267,1,0,0,0,1,8,2,5,1,0
Tower Lakes,1230,0,0,0,0,0,0,0,0,0,0
Trenton,2593,2,0,0,0,2,10,3,7,0,0
Troy,10345,15,0,11,0,4,73,5,62,6,0
Tuscola,4336,15,0,2,0,13,54,15,33,6,1
Union,553,0,0,0,0,0,0,0,0,0,0
Urbana,42080,124,1,30,36,57,1090,161,890,39,5
Valmeyer,1244,0,0,0,0,0,5,1,4,0,0
Vandalia,6664,26,0,6,3,17,120,24,95,1,1
Vernon Hills,26847,18,0,5,7,6,435,13,412,10,0
Vienna,1443,0,0,0,0,0,12,3,8,1,0
Villa Park,21651,34,0,10,7,17,295,17,263,15,1
Viola,889,0,0,0,0,0,0,0,0,0,0
Virden,3333,10,0,4,0,6,93,15,74,4,1
Warren,1301,1,0,1,0,0,2,1,1,0,0
Warrensburg,1124,3,0,0,0,3,4,0,4,0,0
Warrenville,13268,10,0,2,7,1,90,14,70,6,0
Washington,16897,27,0,9,1,17,168,19,147,2,0
Watseka,4809,16,1,8,3,4,138,25,102,11,0
Waukegan,86505,331,1,20,127,183,1929,350,1498,81,20
Waverly,1200,0,0,0,0,0,10,9,1,0,0
Wayne,2426,1,0,0,0,1,4,0,4,0,0
Westchester,16224,19,1,2,5,11,148,43,105,0,0
West Chicago,27019,38,0,13,7,18,219,35,172,12,1
West City,640,1,0,0,0,1,78,4,70,4,0
West Dundee,8388,3,0,3,0,0,108,7,98,3,0
Western Springs,13460,3,0,0,0,3,131,14,112,5,0
Westfield,556,0,0,0,0,0,2,1,1,0,0
Westmont,24642,16,0,3,2,11,317,50,248,19,1
Westville,2964,18,0,4,3,11,54,20,33,1,0
Wheaton,53160,44,1,12,5,26,611,51,551,9,2
Wheeling,39028,29,0,9,5,15,418,41,363,14,1
Willow Springs,5658,2,0,1,0,1,53,4,49,0,0
Wilmette,27289,9,0,2,1,6,220,32,181,7,0
Winnebago,2963,1,0,0,0,1,33,3,30,0,0
Winnetka,12407,1,0,0,0,1,79,13,63,3,0
Witt,847,0,0,0,0,0,2,1,1,0,0
Wood Dale,13709,13,0,3,3,7,204,14,180,10,0
Woodridge,33635,37,0,10,10,17,301,78,201,22,3
Woodstock,25324,18,0,7,2,9,285,19,254,12,1
Worth,10534,31,0,14,6,11,70,30,32,8,1
Yates City,653,0,0,0,0,0,4,0,4,0,0
Yorkville,20541,28,0,16,5,7,142,13,124,5,0
Zion,23617,130,2,32,25,71,640,96,461,83,8
