City,Population,"Violent
crime","Murder and
nonnegligent
manslaughter",Rape1,Robbery,"Aggravated
assault","Property
crime",Burglary,"Larceny-
theft","Motor
vehicle
theft",Arson
Taft,2904,9,0,3,1,5,34,10,22,2,0
Tahoka,2624,1,0,0,0,1,16,6,5,5,0
Tatum2,1394,2,0,0,0,2,40,19,17,4,0
Taylor,17405,42,0,2,7,33,431,89,314,28,2
Teague,3524,15,0,4,0,11,54,20,30,4,0
Temple,77558,217,4,61,39,113,1718,244,1276,198,1
Tenaha,1153,4,0,0,1,3,9,4,2,3,0
Terrell,18395,44,2,4,8,30,631,103,465,63,0
Terrell Hills,5496,2,0,1,1,0,83,52,28,3,0
Texarkana,37401,157,3,33,43,78,1710,280,1347,83,19
Texas City2,49659,199,5,29,52,113,1400,184,1090,126,3
The Colony,44356,122,1,62,13,46,641,74,509,58,6
Thrall,968,3,0,1,0,2,10,4,6,0,0
Tioga,1035,0,0,0,0,0,2,0,2,0,0
Tool,2337,1,0,0,0,1,15,3,10,2,0
Trophy Club,13031,1,0,0,1,0,64,12,49,3,1
Troup,2059,8,0,1,0,7,41,9,26,6,0
Troy,2044,4,0,0,0,4,30,4,23,3,0
Tulia,4644,29,0,3,6,20,138,33,101,4,0
Tye,1318,6,0,0,1,5,16,5,11,0,0
Tyler,106851,401,0,72,58,271,3206,439,2597,170,0
Universal City2,21062,74,0,9,22,43,577,116,416,45,4
University Park,25434,6,0,1,3,2,189,18,135,36,0
Uvalde,16233,53,1,10,4,38,611,69,528,14,0
Van,2713,5,0,5,0,0,41,11,29,1,0
Van Alstyne,4437,9,0,1,1,7,47,5,40,2,0
Venus2,3986,6,0,3,0,3,20,2,17,1,1
Vernon2,10312,48,0,9,4,35,191,44,137,10,1
Victoria,67581,347,3,66,52,226,1974,382,1474,118,1
Vidor,10499,20,0,1,5,14,222,74,132,16,0
Waco,139870,799,10,88,133,568,4599,784,3492,323,9
Wake Village2,5417,28,0,4,1,23,78,16,52,10,1
Waller,3611,4,0,0,0,4,50,5,38,7,0
Wallis2,1322,10,0,0,0,10,8,2,6,0,0
Watauga,24685,39,2,4,8,25,383,29,320,34,0
Weatherford,32656,50,1,22,4,23,482,53,383,46,0
Weimar,2180,5,0,2,0,3,20,1,17,2,0
Weslaco,41729,155,2,33,29,91,1528,161,1313,54,2
West Columbia,3881,11,0,4,1,6,64,11,44,9,1
West Lake Hills,3349,3,0,0,2,1,83,8,73,2,0
West Orange,3299,13,0,3,0,10,133,7,121,5,0
Westover Hills,685,0,0,0,0,0,15,3,11,1,0
West University Place,15818,6,0,1,4,1,124,49,68,7,0
Westworth2,2720,10,0,2,2,6,207,13,188,6,0
Wharton,8627,40,0,4,13,23,212,40,159,13,2
Whitehouse,8945,12,0,1,2,9,72,11,59,2,1
White Oak2,6345,4,0,0,1,3,95,16,70,9,0
Whitesboro,4115,6,0,0,0,6,29,10,15,4,0
White Settlement,18127,26,1,0,8,17,359,56,243,60,2
Whitney,2188,8,0,0,0,8,55,9,40,6,0
Wichita Falls,104551,364,4,103,85,172,3183,557,2394,232,2
Willis,6587,27,0,6,5,16,156,28,116,12,0
Willow Park,5808,5,0,0,2,3,43,8,33,2,0
Wills Point,3684,8,0,0,1,7,52,20,24,8,0
Wilmer,4916,8,0,0,5,3,111,15,84,12,1
Winnsboro,3289,5,0,2,0,3,49,26,20,3,0
Winters,2448,10,0,0,1,9,16,9,7,0,0
Wolfforth,5445,3,0,0,1,2,53,8,39,6,1
Woodway,9033,16,0,6,0,10,91,5,80,6,0
Wortham,1000,7,0,1,0,6,22,11,9,2,0
Wylie,52921,37,0,13,9,15,381,21,340,20,4
Yoakum2,5962,20,0,3,3,14,101,69,32,0,1
